Common Name,Vocation,Combined Vocations,TimeBirth,TimeDeath,Birth-Death Text,Abstract,City Text,County text,Personal Website,PSU Catalog Link - HTML,Expanded Biography,PIC_URL,Latitude,Longitude,Photo Credit,Alt Text,City | County | Bio Link,PSU Link | Personal Website
Edmund Wilson,Literary,Literary,05/08/1915,6/12/1972,5/8/1895 - 6/12/1972,"<p>Literary critic and author Edmund Wilson was born in Red Bank, New Jersey, in 1895. His father was a prominent attorney who served as New Jersey's attorney general. Wilson attended the Hill in Pottstown, Pennsylvania, a preparatory school for boys, before attending Princeton University. Wilson also served briefly in the military. Wilson married for the fourth time to Elena Mum Thornton, with whom he spent the remainder of his years. In 1972, Wilson died in Talcottville, New Jersey, from complications of stroke.</p>","Pottstown, PA",Montgomery County,,"<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Wilson%2C+Edmund%2C+1895-1972"" target=""_blank"">PSU Catalog Link</a>","<a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Wilson__Edmund"" target=""_blank"">Expanded Biography</a>",https://pabook.libraries.psu.edu/sites/default/files/biosimages/Wilson__Edmund.jpg,40.247843,-75.629391,Photo Credit: NYPL Digital Gallery. Photograph of Edmund Wilson. Photograph. Licensed under Public Domain. Cropped to 4x3. Source: Wikimedia Commons. Source: https://upload.wikimedia.org/wikipedia/commons/8/8c/Edmund_Wilson.jpg.,,"Pottstown, PA | Montgomery County | <a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Wilson__Edmund"" target=""_blank"">Expanded Biography</a>","<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Wilson%2C+Edmund%2C+1895-1972"" target=""_blank"">PSU Catalog Link</a>"
August Wilson,Literary,Literary,04/27/1965,10/2/2005,4/27/1945 - 10/2/2005,"<p>Born in poverty in the Hill district of Pittsburgh, August Wilson was one of the most accomplished African-American playwrights of this century and was one of only seven to win the Pulitzer Prize. He dedicated his career to documenting the 20th-century struggles of African-Americans, decade by decade, in a cycle of ten plays. He completed the cycle shortly before he died of liver cancer on October 2, 2005.</p>","Pittsburgh, PA",Allegheny County,,"<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Wilson%2C+August"" target=""_blank"">PSU Catalog Link</a>","<a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Wilson__August"" target=""_blank"">Expanded Biography</a>",https://pabook.libraries.psu.edu/sites/default/files/biosimages/Wilson__August.jpg,40.44531,-79.98558,"Photo Credit: The Huntington. August Wilson, playwright. 20 Dec 2011. Photograph. Licensed under CC BY-NC 2.0. Cropped to 4x3. Source: Flickr. Boston, MA.Source: https://www.flickr.com/photos/huntingtontheatreco/6544711239/in/photostream/.",,"Pittsburgh, PA | Allegheny County | <a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Wilson__August"" target=""_blank"">Expanded Biography</a>","<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Wilson%2C+August"" target=""_blank"">PSU Catalog Link</a>"
Joseph Winters,Science,Science,08/29/1836,11/29/1916,8/23/1818 - 11/29/1916,"<p><strong>Photo Credit: </strong>""<a href=""https://www.worthpoint.com/worthopedia/leesburg-va-joseph-winters-ten-days-1808200655"">The Autobiographical Writings of Joseph R. Winter.</a>"" ca. 1870. Photograph. Licensed under <a href=""https://www.copyright.gov/fair-use/more-info.html"">Fair Use</a>. Cropped to 4x3. Source: Online Resource. </p>","Chambersburg, PA",Franklin,,,,https://pabook.libraries.psu.edu/sites/default/files/biosimages/Winters__Joseph.jpg,39.933584,-77.652582,Photo Credit: The Autobiographical Writings of Joseph R. Winter. ca. 1870. Photograph. Licensed under Fair Use. Cropped to 4x3. Source: Online Resource. Source: https://www.worthpoint.com/worthopedia/leesburg-va-joseph-winters-ten-days-1808200655.,,"Chambersburg, PA | Franklin",
Dick Winters,Military,Military,01/21/1938,1/2/2011,1/21/1918 - 1/2/2011,"<p>Richard Winters was born on January 21, 1918, to Richard and Edith Winters. He attended Franklin and Marshall College to attain a Bachelors Degree. Shortly after college, Winters enlisted into the military. After attending Officer Candidate School, Winters was assigned to Company E, 506th Parachute Infantry Regiment. After the war, he returned stateside where he proceeded to create his family life. After three more years of service during the Korean War, Winters settled in Hershey, Pennsylvania, with his family. His story has been made famous from the novel and mini series titled <em>Band of Brothers</em>. He died on January 2, 2011.</p>","New Holland, PA",Lancaster County,,"<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Winters,+Richard+D."" target=""_blank"">PSU Catalog Link</a>","<a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Winters__Richard"" target=""_blank"">Expanded Biography</a>",https://pabook.libraries.psu.edu/sites/default/files/biosimages/Winters__Richard.jpg,40.102301,-76.092423,"Photo Credit: Army Heritage and Education Center. Major Dick Winters, leader of the celebrated ""Band of Brothers"" in World War II, ceremonially presents his personal papers collection to the USAMHI during the grand opening celebrations at Ridgway Hall. 1 Sep 2004. Photograph. Licensed under Public Domain. Cropped to 4x3. Source: Wikimedia Commons. Source: https://upload.wikimedia.org/wikipedia/commons/a/a3/Dick_Winters_army.mil-2007-03-30-190253.jpg.",,"New Holland, PA | Lancaster County | <a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Winters__Richard"" target=""_blank"">Expanded Biography</a>","<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Winters,+Richard+D."" target=""_blank"">PSU Catalog Link</a>"
Katharine Wireman,Literary,Literary | Art & Design,10/30/1898,4/23/1966,10/30/1878 - 4/23/1966,"<p>Katharine Wireman's illustration career spanned over 50 years and included publication in nationally recognized magazines and advertising campaigns, children's books, and other widely distributed printed materials. With unwavering success throughout the years, she became the sole financial supporter of her family, notable for a woman of her time. A mother, wife, and active community member, Wireman's accomplishments and work continue to be admired today. After devoting over 15 of her final years to volunteerism, Wireman died at age 87 in April of 1966.</p>","Philadelphia, PA",Philadelphia County,,"<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Wireman%2C+Katharine+Richardson%2C+1878-1966"" target=""_blank"">PSU Catalog Link</a>","<a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Wireman_Katharine"" target=""_blank"">Expanded Biography</a>",https://pabook.libraries.psu.edu/sites/default/files/biosimages/Wireman__Katharine.jpg,39.945816,-75.154424,Photo Credit: The Country Gentleman Cover Illustration. 8 Nov 1924. Cover Copy. Licensed under Fair Use. Cropped to 4x3. Source: Curtis Pulbishing Company. Source: Online Resource. Philadelphia.Source: https://images.findagrave.com/photos/2009/16/24791533_123225147600.jpg.,,"Philadelphia, PA | Philadelphia County | <a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Wireman_Katharine"" target=""_blank"">Expanded Biography</a>","<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Wireman%2C+Katharine+Richardson%2C+1878-1966"" target=""_blank"">PSU Catalog Link</a>"
Yolanda Wisher,Literary,Literary,01/01/1996,1/1/2050,Born: 1976,"<p><strong>Photo Credit: </strong>Dorevabelfiore. ""<a href=""https://upload.wikimedia.org/wikipedia/commons/7/7a/Yolanda_Wisher_speaks_at_Temple_University_Libraries_October_2016.jpg"">Yolanda Wisher, poet laureate of Philadelphia, speaks at a poetry reading at Temple University Libraries Paley Library.</a>"" 20 Oct 2016. Photograph. Licensed under <a href=""https://creativecommons.org/licenses/by-sa/4.0"">CC BY-SA 4.0</a>. Cropped to 4x3. Source: Wikimedia Commons. Temple University Libraries.</p>","North Wales, PA",Montgomery County,https://www.yolandawisher.com/,,,https://pabook.libraries.psu.edu/sites/default/files/biosimages/Wisher__Yolanda.jpg,40.208894,-75.27618,"Photo Credit: Dorevabelfiore. Yolanda Wisher, poet laureate of Philadelphia, speaks at a poetry reading at Temple University Libraries Paley Library. 20 Oct 2016. Photograph. Licensed under CC BY-SA 4.0. Cropped to 4x3. Source: Wikimedia Commons. Temple University Libraries.Source: https://upload.wikimedia.org/wikipedia/commons/7/7a/Yolanda_Wisher_speaks_at_Temple_University_Libraries_October_2016.jpg.",,"North Wales, PA | Montgomery County","<a href=""https://www.yolandawisher.com/"" target=""_blank"">Personal Website</a>"
Lightner Witmer,Medicine,Medicine,06/28/1887,7/19/1956,6/28/1867 - 7/19/1956,"<p>Lightner Witmer was born in Philadelphia, Pennsylvania, in 1867. He earned an A.B. at the University of Pennsylvania. After working in Germany with the ""father of psychology,"" Wilhelm Wundt, Witmer returned to Philadelphia to take over the Psychology Laboratory at Penn. Witmer was a founding member of the American Psychological Association. He was the first to coin the phrase ""Clinical Psychology"" and created the world's first psychology clinic. Witmer died of a heart attack in 1956.</p>","Philadelphia, PA",Philadelphia County,,"<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Witmer%2C+Lightner%2C+1867-1956"" target=""_blank"">PSU Catalog Link</a>","<a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Witmer__Lightner"" target=""_blank"">Expanded Biography</a>",https://pabook.libraries.psu.edu/sites/default/files/biosimages/Witmer__Lightner.jpg,39.979541,-75.147508,Photo Credit: Lightner Witmer. Photograph. Licensed under Public Domain. Cropped to 4x3. Source: Wikimedia Commons. Source: https://upload.wikimedia.org/wikipedia/commons/1/1e/Lightner_Witmer.jpg.,,"Philadelphia, PA | Philadelphia County | <a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Witmer__Lightner"" target=""_blank"">Expanded Biography</a>","<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Witmer%2C+Lightner%2C+1867-1956"" target=""_blank"">PSU Catalog Link</a>"
Helen Leland Witmer,Science,Science,07/17/1918,11/20/1979,7/17/1898 - 11/20/1979,"<p>Helen Leland Witmer, born July 17, 1898, in Lansford, Pennsylvania, was a founding developer of the institution of children's welfare. After working as a researcher and professor at several universities, Witmer became director of research at the U.S. Children's Bureau from 1951 to 1967. Before her death in 1979, she wrote numerous articles and books pertaining to her field of study.</p>","Lansford, PA",Carbon County,,"<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Witmer%2C+Helen+Leland"" target=""_blank"">PSU Catalog Link</a>","<a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Witmer__Helen"" target=""_blank"">Expanded Biography</a>",https://pabook.libraries.psu.edu/sites/default/files/biosimages/Witmer__Helen.jpg,40.831389,-75.883333,"Photo Credit: Personality in the Making: The Fact Finding Report of the Mid-Century White House Conference on Children and Youth. ca. 1952. Book Cover. Licensed under Public Domain. Cropped to 4x3, Filled background. Source: Harper & Brothers. Source: Online Resource. New York.Source: https://images-na.ssl-images-amazon.com/images/I/51YIfKnBjyL._SX346_BO1,204,203,200_.jpg.",,"Lansford, PA | Carbon County | <a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Witmer__Helen"" target=""_blank"">Expanded Biography</a>","<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Witmer%2C+Helen+Leland"" target=""_blank"">PSU Catalog Link</a>"
Patricia A. Woertz,Business,Business,03/17/1973,1/1/2050,Born: 3/17/1953,"<p><strong>Photo Credit: </strong>World Economic Forum. ""<a href=""https://upload.wikimedia.org/wikipedia/commons/f/f1/Patricia_Woertz_-_World_Economic_Forum_Annual_Meeting_2012.jpg"">Patricia A. Woertz.</a>"" 25 Jan 2012. Photograph. Licensed under <a href=""https://creativecommons.org/licenses/by-sa/2.0"">CC BY-SA 2.0</a>. Cropped to 4x3. Source: Wikimedia Commons. </p>","Pittsburgh, PA",Philadelphia County,,,,https://pabook.libraries.psu.edu/sites/default/files/biosimages/Woertz__Patricia.jpg,40.45865,-79.85208,Photo Credit: World Economic Forum. Patricia A. Woertz. 25 Jan 2012. Photograph. Licensed under CC BY-SA 2.0. Cropped to 4x3. Source: Wikimedia Commons. Source: https://upload.wikimedia.org/wikipedia/commons/f/f1/Patricia_Woertz_-_World_Economic_Forum_Annual_Meeting_2012.jpg.,,"Pittsburgh, PA | Philadelphia County",
Harris Wofford,Education,Education | Law & Politics,04/09/1946,1/21/2019,4/9/1926 - 1/21/2019,"<p>Born on April 9, 1926, Wofford has been busy promoting social service in America. He was instrumental in starting the Peace Corps and AmeriCorps. Wofford helped to enact much legislation for these organization during his brief stint as U.S. senator from 1991 to 1994. Wofford also had a lot of political experience as a special assistant to President Kennedy and a legal advisor to Martin Luther King Jr. Besides his work in service, Wofford is a published author along with his wife, Clare. Together they wrote <em>India Afire</em>, and Wofford wrote <em>Of Kennedy and Kings </em> by himself. The book is his most widely known work because it chronicles much of the civil rights struggle during the 1960s. </p>","Bryn Mawr, PA",Montgomery County,,"<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Wofford%2C+Harris"" target=""_blank"">PSU Catalog Link</a>","<a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Wofford__Harris"" target=""_blank"">Expanded Biography</a>",https://pabook.libraries.psu.edu/sites/default/files/biosimages/Wofford__Harris.jpg,40.028452,-75.292852,"Photo Credit: Peace Corps. Senator Harris Wofford at the formal swearing-in ceremony of the 19th Director of Peace Corps, Carrie Hessler-Radelet. 25 Jun 2014. Photograph. Licensed under Public Domain. Cropped to 4x3, Filled background. Source: Wikimedia Commons. Source: https://upload.wikimedia.org/wikipedia/commons/5/5e/Harris_Wofford.jpg.",,"Bryn Mawr, PA | Montgomery County | <a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Wofford__Harris"" target=""_blank"">Expanded Biography</a>","<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Wofford%2C+Harris"" target=""_blank"">PSU Catalog Link</a>"
